sku,category,name,rrp,npp,ean,tariff,weight,size,tax_class
BM-6004,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ BM180CS Cone
Bubble Magus Abschäumer mit H&S Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 700-900 Liter
Pumpe: Aqua Bee F2001 H&S Abschäumerpumpe mit Bubble Magus Lufteinzugsdüse
Leistungsaufnahme im Luft/Wassergemisch bei voll geöffnetem Lufteinzug:
ca.500 l Luft/Std./ca.16 Watt bei 220V Netzspannung
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 230mm x 270mm
Höhe: 520mm
Min.Wasserstand im Filterbecken: 24cm",299,210,4 260091915058,84212100,4.8,28 x 35 x 70,1
BM-6005,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ BM220CS Cone
Bubble Magus Abschäumer mit H&S Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 1200-1700 Liter
Pumpe: Eheim 1260 H&S Abschäumerpumpe mit Bubble Magus Lufteinzugsdüse
Leistungsaufnahme im Luft/Wassergemisch bei voll geöffnetem Lufteinzug:
ca.650 l Luft/Std./ca.33 Watt bei 220V Netzspannung
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 250mm x 310mm
Höhe: 575mm",524,365,4 260091915393,84212100,8,81 x 31 x 36,1
BM-5004,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ C 5 A 
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 300-500 Liter
Pumpe: Rock SP 2000, 11W
Lufteinzug: 450 l/Std.
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 220mm x 160mm
Höhe: 498mm
Wasserstand: 24cm - 28cm",234.9,145.9,4 260091915331,84212100,4,67 x 21 x 31,1
BM-5005,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ C 5.5
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens.   
Anlagengröße: 300-500 Liter  
Pumpe: Rock SP2000

Abschäumerpumpe mit Nadelradtechnik, 
Leistungsaufnahme im Luft/Wassergemisch: 520 l Luft/Std./14 Watt  
Min.Wasserstand: 20cm 
Standgrundfläche: 220mm x 140mm  
Höhe: 520mm  ",256.9,159.9,4 260091915300,84212100,3.8,55 x 21 x 25,1
BM-5001,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ C3
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 100-300 Liter  
Pumpe: Rock SP1000 , 200 l Luft/Std./8 Watt  
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 256mm x 110mm  
Höhe: 480mm  
Wasserstand: 20cm - 25cm",207.9,128.9,4 260091915317,84212100,3,65 x 16 x 29,1
BM-5002,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ C3.5
Bubble Magus Abschäumer mit Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 100-300 Liter
Pumpe: Rock SP1000 mit Nadelrad
Leistungsaufnahme im Luft/Wassergemisch: 200 l Luft/Std./8 Watt
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 180mm x 125mm
Höhe: 445mm
Min.Wasserstand: 22cm",219.9,136.9,4 260091915010,84212100,2.8,21 x 25 x 56,1
BM-5006,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ C6
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens.   
Anlagengröße: 500-700 Liter  
Pumpe: Rock SP2000

Abschäumerpumpe mit Nadelradtechnik, 
Leistungsaufnahme im Luft/Wassergemisch: 520 l Luft/Std./16 Watt  
Min.Wasserstand: 23cm
Standgrundfläche: 265mm x 180mm  
Höhe: 500mm  ",306.9,190.9,4 260091615348,84212100,4.48,69 x 22 x 60,1
BM-3001,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Curve 5
Bubble Magus Abschäumer mit Nadelrad Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 500 Liter
Pumpe: Rock SP1000
Bubble Magus Abschäumerpumpe, Leistungsaufnahme im Luft/Wassergemisch: 300l Luft/Std., 8 Watt
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 155mm x 210mm
Höhe: 470mm
Min.Wasserstand: 23cm",255.9,158.9,4 260091915171,84212100,3,20 x 25 x 65,1
BM-3002,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Curve 7
Bubble Magus Abschäumer mit Nadelrad Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 700-900 Liter
Pumpe: Rock SP2000
Bubble Magus Abschäumerpumpe, Leistungsaufnahme im Luft/Wassergemisch: 520l Luft/Std., 15 Watt
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 180mm x 250mm
Höhe: 530mm
Min.Wasserstand: 23cm",404.9,251.9,4 260091915188,84212100,4.6,23 x 30 x 72,1
BM-3003,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Curve 9+
Bubble Magus Abschäumer mit Nadelrad Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 900-1500 Liter  
Pumpe: Rock DSP4000, DC24V, 28 Watt  
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 250mm x 295mm  
Höhe: 610mm  
Min.Wasserstand: 25cm",615.9,382.9,4 260091915416,84212100,4.2,30 x 36 x 80,1
BM-4001,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Curve A5
Bubble Magus Abschäumer mit Nadelrad Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Anlagengröße: 300-500 Liter
Pumpe: Rock DSP1000, DC 24V, 13 Watt
Bubble Magus DC Abschäumerpumpe mit Nadelradtechnik
Leistungsaufnahme im Luft/Wassergemisch: 300l Luft/Std., 13 Watt
Standgrundfläche: 185mm x 180mm
Höhe: 470mm
Min.Wasserstand: 20cm
Sehr leiser Betrieb.",322.9,200.9,4 260091915416,84212100,3.34,20 x 25 x 65,1
BM-4002,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Curve A8
Bubble Magus Abschäumer mit Nadelrad Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 700-900 Liter
Pumpe: Rock DSP2000, DC24V, 18 Watt
Bubble Magus DC Abschäumerpumpe, Leistungsaufnahme im Luft/Wassergemisch: 520l Luft/Std., 18 Watt
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 225mm x 255mm
Höhe: 565mm
Min.Wasserstand: 25cm
Sehr leiser Betrieb.",450.9,280.9,4 260091915423,84212100,5.66,32 x 34 x 72,1
BM-4003,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Curve A9
Bubble Magus Abschäumer mit Nadelrad Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Max.Anlagengröße: 900-1500 Liter
Pumpe: Rock DSP4000, DC24V, 28 Watt
Bubble Magus DC Abschäumerpumpe, Leistungsaufnahme im Luft/Wassergemisch: 520l Luft/Std.
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 250mm x 295mm
Höhe: 610mm
Min.Wasserstand: 25cm
Sehr leiser Betrieb.",570.9,355.9,4 260091915430,84212100,6.92,30 x 36 x 80,1
BM-1001,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ G 5
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens. 
Max.Anlagengröße: 300 Liter  
Pumpe: Rock SP1000, 8W
Lufteinzug: 300 l/Std.   
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 140 mm x 170mm  
Höhe: 460 mm  
Wasserstand: 20 cm ",231.9,143.9,4 260091915447,84212100,2.93,21 x 23 x 55,1
BM-1002,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ G 7
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens. 
Max.Anlagengröße: 500 Liter  
Pumpe: Rock SP2000, 15W
Lufteinzug: 520 l/Std.   
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 175 mm x 205 mm  
Höhe: 570 mm  
Wasserstand: 25 cm ",346.9,215.9,4 260091915454,84212100,4.4,23 x 28 x 66,1
BM-1003,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ G 9
Bubble Magus Abschäumer zur Installation innerhalb des Filterbeckens. 
Max.Anlagengröße: 900 Liter  
Pumpe: Rock SP4000, 20W
Lufteinzug: 900 l/Std.   
Abschäumerpumpe mit Nadelradtechnik
Standgrundfläche: 225 mm x 265 mm  
Höhe: 615 mm  
Wasserstand: 25 cm ",507.9,315.9,4 260091915461,84212100,6.25,28 x 34 x 66,1
BM-6010,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ Q3
",256.9,159.9,4 260091915492,84212100,3.2,,1
BM-6009,BUBBLE MAGUS,"Abschäumer Bubble Magus Typ QQ-3
",208.9,129.9,4 260091915492,84212100,3.2,,1
BM-6006,BUBBLE MAGUS,"Bubble Magus 320CS Innenabschäumer
1000 - 2000 l",842.9,524.5, ,,0,,1
BM-5003,BUBBLE MAGUS,"Bubble Magus Abschäumer Typ C5
Beckengröße: 300L-500L
Pumpe: Rock SP2000 mit Nadelradtechnik
Leistungsaufnahme: ca.11W bei 220V Netzspannung
Lufteinzug: ca.450L/H
Standgrundfläche: 297mm x 130mm
Höhe: 498mm
Abschäumerkörper: 5"", ca.127mm
min.Wasserstand: 24cm",234.9,145.9,4 260091915324,84212100,4.04,,1
BM-5007,BUBBLE MAGUS,"Bubble Magus Abschäumer Typ C7
Beckengröße: 500L-700L
Pumpe: Rock SP 2000 mit Nadelradtechnik
Leistungsaufnahme bei voll geöffnetem Lufteinzug: ca.16W bei 220V Netzspannung
Lufteinzug: ca.520L/H
Standgrundfläche: 240mm x 200mm
Höhe: 510mm
Abschäumerkörper konisch: max.6,5"", ca.160mm
min.Wasserstand: 24cm
Der Abschäumer wird in Farbe Weiß geliefert.",314.9,195.9,4 260091915355,84212100,4.39,69 x 22 x 29,1
BM-2001,BUBBLE MAGUS,"Bubble Magus Abschäumer Typ Hero 180
Beckengröße: 700L-900L
Pumpe: Aqua Bee F2001
H&S Abschäumerpumpe mit Nadelradtechnik und Bubble Magus Lufteinzugsdüse
Leistungsaufnahme im Luft/Wassergemisch bei voll geöffnetem Lufteinzug:
ca.500l Luft/Std., ca.16Watt bei 220V Netzspannung
Standgrundfläche: 250mm x 185mm
Höhe: 525mm
Wasserstand: 24cm - 28cm",395,255,4 260091915409,84212100,4.8,76 x 26 x 31,1
BM-2002,BUBBLE MAGUS,"Bubble Magus Abschäumer Typ Hero 220
Beckengröße: 1200L-1700L
Pumpe: Eheim 1260
H&S Abschäumerpumpe mit Nadelradtechnik und Bubble Magus Lufteinzugsdüse
Leistungsaufnahme im Luft/Wassergemisch bei voll geöffnetem Lufteinzug: ca.650l Luft/Std.,
ca.33Watt bei 220V Netzspannung
Standgrundfläche: 230mm x 310mm
Höhe: 600mm
Wasserstand: 24cm - 28cm",685,425, ,84212100,8,81 x 31 x 36,1
BM-2003,BUBBLE MAGUS,"Bubble Magus Abschäumer Typ Hero 320
Beckengröße: 1000L-2000L
Pumpe: Aqua Bee F5000
H&S Abschäumerpumpe mit Nadelradtechnik und Bubble Magus Lufteinzugsdüse
Leistungsaufnahme im Luft/Wassergemisch bei voll geöffnetem Lufteinzug: ca.1000l Luft/Std.,
ca.42Watt bei 220V Netzspannung
Standgrundfläche: 370mm x 290mm
Höhe: 645mm
Wasserstand: 24cm - 28cm",855,565, ,84212100,10.8,85 x 37 x 42,1
BM-9022,BUBBLE MAGUS,Bubble Magus Abschäumerpumpe DSP 1000,132.9,82.5, ,,0,,1
BM-9023,BUBBLE MAGUS,Bubble Magus Abschäumerpumpe DSP 2000,158.9,98.5, ,,0,,1
BM-9021,BUBBLE MAGUS,Bubble Magus Abschäumerpumpe DSP 4000,205.9,127.5, ,84137021,0.68,11 x 8 x 13,1
BM-9020,BUBBLE MAGUS,Bubble Magus Abschäumerpumpe SP 2000,105.9,69.5, ,84137021,0.68,11 x 8 x 13,1
BM-9060,BUBBLE MAGUS,Bubble Magus Abschäumerpumpe SP1000,92.9,49.9,4 260091915829,84137021,1,,1
BM-9072,BUBBLE MAGUS,"Bubble Magus Auto-Filter ARF-L Anhängevliesfilter innerhalb
max. Durchfluss 5000 l",393.9,244.9, ,,0,,1
BM-9070,BUBBLE MAGUS,"Bubble Magus Auto-Filter M (Vlies Filter)
ehemals ARF-1",317.9,197.9,4 260091915522,56039390,0.22,,1
BM-8002,BUBBLE MAGUS,"Bubble Magus BP 100 Bio Pellet Reaktor zum Betrieb innerhalb
des Filterbeckens. Füllmenge: 1,5 l
Standfläche: 146mm x 179mm
Höhe: 450mm
Pumpe: Rock WP 600/11 Watt

Lieferung ohne Bio Pellets.
",181.9,112.9,4 260091915560,84212100,2.4,19 x 20 x 56,1
BM-8003,BUBBLE MAGUS,"Bubble Magus BP 130 Bio Pellet Reaktor zum Betrieb innerhalb
des Filterbeckens. Füllmenge: bis 2 l
Standfläche: 176mm x 220mm
Höhe: 500mm
Pumpe: Rock WP 1000/20 Watt

Lieferung ohne Bio Pellets.
",208.9,129.9,4 260091915577,84212100,2.9,21 x 25 x 64,1
BM-4004,BUBBLE MAGUS,"Bubble Magus Curve D8 
Bubble Magus Abschäumer mit DC 24V Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Pumpe :   BUBBLE-MAGUS S20
Stromaufnahme: DC 24V 20W
Standgrundfläche: 225 mm x 225 mm
Höhe: 565mm
Anlagengröße: 500L -900L
opt.Wasserstand: 250mm
inkl.DC-Pumpe und Controller",469.9,324.5,4 260091915508,84212100,6.15,31 x 34 x 74,1
BM-4005,BUBBLE MAGUS,"Bubble Magus Curve D9
Bubble Magus Abschäumer DC 24V Abschäumerpumpe zur Installation innerhalb des Filterbeckens.
Pumpe:   BUBBLE-MAGUS S50
Stromaufnahme: DC 24V 45W
Standgrundfläche: 250mm x 295 mm
Höhe: 610mm
Anlagengröße: 900L -1500L
opt.Wasserstand: 250mm
inkl.DC-Pumpe und Controller",494.9,349.5,4 260091915515,84212100,7.05,29 x 37 x 80,1
BM-9001,BUBBLE MAGUS,"Bubble Magus Dosierpumpe 3-Kanal Basisgerät BM-T01 Bubble Magus Dosier/Kontrolleinheit BM-T01 Microprozessorgesteuert, für die Zugabe von 3 Spurenelementen. Die BM-T01 vereint 3 hochwertige Pumpenköpfe, die einzelnen Kanäle sind getrennt steuerbar. Wählbare Dosiermengen pro Kanal: 1-1999 ml Dosierhäufigkeit: bis 24 Dosiereinheiten pro Tag/Kanal. Dosiermenge und Dosierhäufigkeit sind getrennt für jeden Kanal einstellbar. Um zu vermeiden, dass verschiedene Spurenelemente gleichzeitig dem Aquarium zugeführt werden steuert die BM-T01 die Laufzeiten der einzelnen Pumpenköpfe automatisch in einem Zeitabstand von 5 Minuten. Abmessungen: 23,5 cm x 16 cm x 7 cm Lieferung inkl. 12 V Netzteil. Die BM-T01 ist erweiterbar auf bis zu 11 Kanäle über die Anschlussmöglichkeit von bis zu 2 Zusatzmodulen (BM-T02) welche komplett über die BM-T01 gesteuert werden können.
",315.9,196.5, ,84212100,2.8,,1
BM-8005,BUBBLE MAGUS,"Bubble Magus Eingewöhnungsbox
Maße: 32cm x 16cm x 23cm",87.9,54.5,4 260091915652,84212100,1.88,9 x 26 x 37,1
BM-9049,BUBBLE MAGUS,"Bubble Magus Ersatzklingen für Pro Scraper
M + L",16.9,10.5,4 260091915768,82089000,0.02,,1
BM-9048-3,BUBBLE MAGUS,Bubble Magus Ersatzklingen L,14.5,8.9,4 260091915744,82089000,0.02,,1
BM-9048-2,BUBBLE MAGUS,Bubble Magus Ersatzklingen M,11.5,7.1,4 260091915737,82089000,0.01,,1
BM-9048-1,BUBBLE MAGUS,Bubble Magus Ersatzklingen S,6.5,3.85,4 260091915720,82089000,0.01,,1
BM-9071,BUBBLE MAGUS,"Bubble Magus Ersatzrolle zu ARF-M  ACS 150
(und ARF 1)",32.9,12.9, ,84212100,1.2,26 x 10 x 20,1
BM-8050,BUBBLE MAGUS,Bubble Magus Ersatzschwamm für Mini 100 Filter,7.4,1.4,4 260091915782,84212100,0.01,,1
BM-8070,BUBBLE MAGUS,"Bubble Magus Ersatzschwamm für Mini 70 Filter
",6.2,1.2,4 260091915775,84212100,0.01,,1
BM-8060,BUBBLE MAGUS,"Bubble Magus Ersatzschwamm für Mini 80 Filter
",6.9,1.3, ,84212100,0.01,,1
BM-9006,BUBBLE MAGUS,"Bubble Magus Feinfilter Ersatzbeutel kurz 100micron
FB roter Ring",7.9,4.5,4 260091915904,84212100,0.03,,1
BM-9006-2,BUBBLE MAGUS,"Bubble Magus Feinfilter Ersatzbeutel kurz 200micron
FB-02 blauer Ring",7.9,4.5,4 260091915911,84212100,0.03,,1
BM-9008,BUBBLE MAGUS,"Bubble Magus Feinfilter Ersatzbeutel Lang, 100micron",11.9,6.5,4 260091915836,84212100,0.07,,1
BM-9008-1,BUBBLE MAGUS,"Bubble Magus Feinfilter Ersatzbeutel Lang, 150micron",11.9,6.5,4 260091915843,84212100,0.07,,1
BM-9008-2,BUBBLE MAGUS,"Bubble Magus Feinfilter Ersatzbeutel Lang, 200micron",11.9,6.5,4 260091915850,84212100,0.07,,1
BM-9005-1,BUBBLE MAGUS,Bubble Magus Feinfilterbeutel kurz  FB02 Blauer Ring (150micron) mit Halterung.,14.9,11.9,4 260091915294,84212100,0.44,,1
BM-9005-2,BUBBLE MAGUS,Bubble Magus Feinfilterbeutel kurz ( 200micron ) mit Halterung.,19.9,11.9,4 260091915294,84212100,0.3,,1
BM-9005,BUBBLE MAGUS,Bubble Magus Feinfilterbeutel kurz FB01 Oranger Ring ( 100micron ) mit Halterung,19.9,11.9,4 260091915294,84212100,0.3,,1
BM-9007,BUBBLE MAGUS,Bubble Magus Feinfilterbeutel Lang ( 100micron ) mit Halterung,23.9,14.5,4 260091915928,84212100,0.32,,1
BM-9007-1,BUBBLE MAGUS,Bubble Magus Feinfilterbeutel Lang ( 150micron ) mit Halterung,23.9,14.5,4 260091915867,84212100,0.33,,1
BM-9007-2,BUBBLE MAGUS,Bubble Magus Feinfilterbeutel Lang ( 200micron ) mit Halterung,23.9,14.5,4 260091915874,84212100,0.32,,1
BM-9073,BUBBLE MAGUS,Bubble Magus Filterrolle zu ARF-L,46.9,28.9, ,56039390,0.25,,1
BM-2004,BUBBLE MAGUS,"Bubble Magus Hero 350 Innenabschäumer
700 - 1500 l",947.9,589.5, ,,0,,1
BM-9061,BUBBLE MAGUS,Bubble Magus Läuferbaugruppe zu  SP1000,42.9,23.9, ,84137021,0.04,,1
BM-9045,BUBBLE MAGUS,Bubble Magus Magnet-Scheibenreiniger für Glasstärke  12mm ,50.9,31.5,4 260091915805,85051100,0.39,4 x 11 x 14,1
BM-9050,BUBBLE MAGUS,"Bubble Magus Magnet-Scheibenreiniger für Glasstärke bis 15mm 3/4""",89.9,56.5,4 260091915812,85051100,0.75,,1
BM-9040,BUBBLE MAGUS,"Bubble Magus Magnet-Scheibenreiniger für Glasstärke bis 8mm 1/3"" ",37.9,23.5,4 260091915799,85051100,0.2,5 x 14 x 19,1
BM-7001,BUBBLE MAGUS,"Bubble Magus MF70 Filter mit Pumpe
Rock WP 600 8,5 Watt",89.9,46.5, ,,0,,1
BM-7004,BUBBLE MAGUS,"Bubble Magus Mini 100 Durchlauffilter
Sehr nützlicher eigenständiger Durchlauffilter mit Pumpe von Bubble Magus.
Zum Anschluß im Filterbecken.
Durchflussmenge einstellbar.
Für den Einsatz von Kohle, Antiphos, u.s.w.
Für 800ml - 2000ml Füllung
Standfläche: 130mm x 135mm
Höhe: 440mm
Pumpe: Rock WP600, 11 Watt",109.9,68.4,4 260091915553,84212100,2.16,,1
BM-7003,BUBBLE MAGUS,"Bubble Magus Mini 80 Durchlauffilter Sehr nützlicher eigenständiger Durchlauffilter mit Pumpe von Bubble Magus.
Zum Anschluß im Filterbecken. Durchflussmenge einstellbar.
Für den Einsatz von Kohle, Antiphos, u.s.w.
Für 100ml - 1300ml Füllung
Standfläche: 115mm x 115mm
Höhe: 435mm
Pumpe: Rock WP 600/8,5 Watt",109.9,68.4,4 260091915546,84212100,1.57,,1
BM-7002,BUBBLE MAGUS,"Bubble Magus Mini70 Durchlauffilter
Sehr nützlicher eigenständiger Durchlauffilter mit Pumpe von Bubble Magus.
Zum Anschluß im Filterbecken.
Durchflussmenge einstellbar. Für den Einsatz von Kohle, Antiphos, u.s.w.
Für 100ml - 800ml Füllung
Standfläche: 100mm x 100mm
Höhe: 420mm
Pumpe: Rock WP 600/8,5 Watt",91.9,56.9,4 260091915539,84212100,1.7,,1
BM-8041,BUBBLE MAGUS,Bubble Magus Mondlicht 24fach,46.9,29, ,,0,,1
BM-8042,BUBBLE MAGUS,Bubble Magus Mondlicht 48fach,67.9,42, ,,0,,1
BM-7007,BUBBLE MAGUS,"Bubble Magus Pro Scraper Carbonreiniger L
ca. 1000 mm lang",63.4,29.5, ,84212100,0.35,,1
BM-9011,BUBBLE MAGUS,Bubble Magus Pumpe WP 1000,50.9,31.5, ,84137021,0.95,11 x 10 x 17,1
BM-9012,BUBBLE MAGUS,Bubble Magus Pumpe WP 2000,69.9,43.5, ,84137021,1.37,9 x 15 x 20,1
BM-9013,BUBBLE MAGUS,Bubble Magus Pumpe WP 4000,114.9,71.5, ,84137021,1.25,9 x 14 x 20,1
BM-9010,BUBBLE MAGUS,Bubble Magus Pumpe WP 600,44.9,27.5, ,84137021,0.68,11 x 8 x 13,1
BM-9009-1,BUBBLE MAGUS,"Bubble Magus Schaumtopfreinigung ACS 150
passend für die Bubble Magus Abschäumer:
Typ C6, Typ C7, Typ CURVE 7, Typ HERO 7
und alle gängigen Abschäumer mit einem Schaumtopf von 150mm Durchmesser",161.9,100.5,4 260091915621,84212100,1.16,,1
BM-9009-3,BUBBLE MAGUS,"Bubble Magus Schaumtopfreinigung ACS 250
für alle gängigen Abschäumer mit einem Schaumtopf von 250mm Durchmesser",191.9,119.5, ,84212100,0.25,,1
BM-9009-4,BUBBLE MAGUS,"Bubble Magus Schaumtopfreinigung ACS 300
für alle gängigen Abschäumer mit einem Schaumtopf von 300mm Durchmesser
",209.9,130.5, ,84212100,0.25,,1
BM-9004,BUBBLE MAGUS,"Bubble Magus Schlauchfixierung 4-fach.
Praktische Halterung zur Anbringung am Aquarium- oder Filterbeckenrand zur
Schlauch-Fixierung von Dosier- oder Nachfüllanlagen.",13.9,8.5,4 260091915386,84212100,0.1,,1
BM-9009-2,BUBBLE MAGUS,"Bubble Magus Schumtopfreinigung ACS 200
passend für die Bubble Magus Abschäumer:
Typ C9, Typ Curve 9, Typ HERO 9, Typ BM 200
und alle gängigen Abschäumer mit einem Schaumtopf von 200mm Durchmesser",182.9,113.5,4 260091515638,84212100,0.98,,1
BM-9016,BUBBLE MAGUS,"Bubble Magus Strömungspumpe WR20
20 W 6000 l/h",169.9,105.5, ,,0,,1
BM-9015,BUBBLE MAGUS,"Bubble Magus Strömungspumpe WR20 inkl. Controller C1
20 W 6000 l/h",256.9,159.5, ,,0,,1
BM-9002,BUBBLE MAGUS,"Bubble Magus Vorratsbehälter für Dosieranlagen
Praktischer Vorratsbehälter mit Schlauchanschluss für Dosieranlagen.
Fassungsvolumen: 0,6 Liter",28.9,17.5, ,84212100,0.6,23 x 7 x 0,1
BM-9003,BUBBLE MAGUS,"Bubble Magus Vorratsbehälter für Dosieranlagen
Praktischer Vorratsbehälter mit Schlauchanschluss für Dosieranlagen.
Fassungsvolumen: 1,5 Liter
",39.9,24.5, ,84212100,0.79,,1
BM-9003-1,BUBBLE MAGUS,"Bubble Magus Vorratsbehälter für Dosieranlagen
Praktischer Vorratsbehälter mit Schlauchanschluss für Dosieranlagen.
Fassungsvolumen: 2,5 Liter
",55.9,34.5, ,84212100,1.33,,1
BM-Z5,BUBBLE MAGUS,Bubble Magus Z5,85.07,65.44, ,84137021,3.07,,1
BM-8001,BUBBLE MAGUS,"Bubble Magus Zeolith Filter ZF 150 WP
Pumpe: Rock WP 1000
Leistungsaufnahme: 20W, 220V 50Hz
Standgrundfläche: 160mm x 160mm
Höhe: 420mm Für 500ml-1500ml Füllung mit Zeolith.
Lieferung ohne Zeolith.",223.9,138.9,4 260091915584,84212100,3.67,20 x 21 x 56,1
BM-3001-001,BUBBLE MAGUS,Deckel zu Schaumtopf zu Curve 5,18.8,9.4, ,84212100,3,,1
BM-Impeller DSP4000,BUBBLE MAGUS,Impeller DSP4000,53.9,33.5, ,,0.1,,1
BM-6001,BUBBLE MAGUS,"Nano Abschäumer Bubble Magus Typ QQ-1
Bubble Magus Nano Abschäumer zum Anhängen ausserhalb des Aquariums.
Max.Anlagengröße: 100 Liter  
Pumpe: Rock WP600, 8,5 Watt  
Abschäumerpumpe mit Nadelradtechnik
Maße: 130mm x 110mm  
Höhe: 260mm  
Dieser Typ ist zum Anhängen ausserhalb des Aquariums.",126.9,78.9,4 260091915478,84212100,1.78,,1
CS-12413,CORAL SANDS,"Aragalife Special Grade 20 pound  9,07 kg, nass 1-2 mm ",36.9,18.84, ,25174900,9.1,,1
CS-16226,CORAL SANDS,"ARM extra coarse 50 pound  22,68 kg ",169,88.01, ,28211000,22.7,,1
CS-16245,CORAL SANDS,CaribSea ARM Coarse (M) EU 22.68 kg,199,122, ,,22.68,,1
CS-16241,CORAL SANDS,"CaribSea ARM Coarse (M) EU 4,5 kg",42.9,22.27, ,,4.5,,1
CS-150376,CORAL SANDS,"CaribSea Life Rock Belize Branch Rock (Äste) Karton 9,07 Kg ",159.9,82.37,0 0847900384,68109900,9.1,,1
CS-150375,CORAL SANDS,"CaribSea Life Rock mit Bakterien Karton 18,14 Kg ",243.9,125.09,0 847900376,68159900,18.2,,1
CS-150374,CORAL SANDS,"CaribSea Life Rock mit Bakterien Karton 9,07 Kg ",134.9,69.46,0 08479253767,,9.07,,1
CS-150379,CORAL SANDS,"CaribSea Life Rock Shapes 9,07 kg",161.9,82.96,0 08479003812,68109900,9.1,,1
CS-150377,CORAL SANDS,"CaribSea Life Rock Shelf Rock (Platten) Karton 18,14 Kg ",274.9,147.54,0 08479003775,68159900,18.2,,1
CS-16000,CORAL SANDS,JoesJuice®  20 ml ,13.9,7.05, ,28211000,0.02,,1
CS-150385,CORAL SANDS,"Life Rock Arch 9,07 kg",209.9,108.38,0 08479003898,68159900,9.1,,1
CS-12419,CORAL SANDS,"Lifesand Ocean Direct 20 pound  9,07 kg ",33.9,17.23,0 08479009203,68159900,9.1,,1
CS-12420,CORAL SANDS,"Lifesand Ocean Direct 40 pound  18,14 kg ",63.9,32.46, ,25174900,18.2,,1
CS-12418,CORAL SANDS,"Lifesand Ocean Direct 5 pound  2,27 kg ",10.9,5.63,0 08479009050,25174900,2.3,25 x 3 x 20,1
CS-150369,CORAL SANDS,"Lose Steine, South Seas Base Rock, im Karton 18,14 kg ",117.9,60.54, ,68109900,18.2,,1
CS-150932,CORAL SANDS,"Ocean Direct Oolite 40 pound  18,14 kg ",63.9,32.46,0 08479019400,68159900,18.14,,1
CS-150930,CORAL SANDS,"Ocean Direct Oolite 5 pound  2,27 kg ",10.9,5.63,0 08479019059,25174900,2.3,,1
DL-90106000,DELTEC,Aquastat 1001 Aquastat Niveuregler / Aquastat top-up controller,129,85.14,4 033414901068,85371091,1.1,,1
DL-81188000,DELTEC,Black Edition 3.0 E-Flow Abschäumer Innen / Internal Skimmer,1499,989.34,4 033414811883,84212100,6,,1
DL-87404000,DELTEC,CRTT 10000 Kalkreaktor / Calcium Reactor CRTT ,3149,2078.34,4 033414874048,84212100,5.7,,1
