sku,category,name,rrp,npp,ean,tariff,weight,size,tax_class
HO-40458,HOBBY,"Madeira Rock M  0,7 - 1,4 kg",6.89,3.41,4 011444404589,25309000000,1.05,6 x 16 x 10,1
HO-40643,HOBBY,Mangrovenholz L  40 - 55 cm,11.99,5.99,4 011444406439,44039900000,1.64,45 x 25 x 17,1
HO-40642,HOBBY,Mangrovenholz M  25 - 35 cm,7.49,3.69,4 011444406422,44039900000,0.61,9 x 27 x 13,1
HO-40641,HOBBY,Mangrovenholz S  15 - 25 cm,5.69,2.76,4 011444406415,44039900000,0.33,20 x 10 x 8,1
HO-40644,HOBBY,Mangrovenholz XL  70 - 90 cm,47.99,23.99,4 011444406446,44039900000,5.2,80 x 30 x 37,1
HO-40640,HOBBY,Mangrovenholz XS  12 - 15 cm,3.99,1.94,4 011444406408,4403990000,0.16,16 x 11 x 7,1
HO-40646,HOBBY,Mangrovenholz XXL  100 - 130 cm,84.99,41.69,4 011444406460,4403990000,8.28,115 x 75 x 70,1
HO-40191,HOBBY,Marble Cave 1  12 x 9 x 6 cm,6.69,3.33,4 011444401915,39264000000,0.11,7 x 13 x 10,1
HO-40192,HOBBY,Marble Cave 2  9 x 8 x 5 cm,4.89,2.42,4 011444401922,39264000000,0.07,8 x 10 x 7,1
HO-40193,HOBBY,Marble Cave 3  7 x 6 x 5 cm,4.59,2.29,4 011444401939,39264000000,0.05,9 x 7 x 5,1
HO-40194,HOBBY,Marble Cave 4  9 x 8 x 9 cm,7.39,3.65,4 011444401946,39264000000,0.11,11 x 10 x 9,1
HO-40195,HOBBY,Marble Cave 5  9 x 8 x 6 cm,6.09,3,4 011444401953,39264000000,0.09,8 x 10 x 7,1
HO-40196,HOBBY,Marble Cave 6  20 x 15 x 20 cm,18.59,9.26,4 011444401960,39264000000,0.75,14 x 20 x 20,1
HO-40197,HOBBY,"Marble Cave 7  14,5 x 8,5 x 12 cm",10.49,5.21,4 011444401977,39264000,0,,1
HO-40198,HOBBY,"Marble Cave 8  20 x 11 x 14,5 cm",15.69,7.83,4 011444401984,39264000,0,,1
HO-51585,HOBBY,"Mayaca  16 cm, SB",5.49,2.73,4 011444515858,67021000000,0.05,22 x 11 x 4,1
HO-51586,HOBBY,"Mayaca  25 cm, SB",7.29,3.64,4 011444515865,67021000000,0.08,30 x 11 x 4,1
HO-51584,HOBBY,"Mayaca  7 cm, SB",4.19,2.09,4 011444515841,67021000000,0.03,15 x 11 x 3,1
HO-41702,HOBBY,Mayflower  25 x 7 x 10 cm,18.59,9.26,4 011444417022,39264000000,0.28,7 x 25 x 10,1
HO-41703,HOBBY,Mayflower XL - 80 x 24 x 33 cm,160.59,80.3,4 011444417039,,0,,1
HO-63330,HOBBY,Metall Lufthähnchen 4 / 6  SB,3.39,1.66,4 011444633309,73079980000,0.01,12 x 8 x 1,1
HO-63340,HOBBY,"Metall Lufthähnchen 4 / 6, 2-Wege  SB",6.29,3.12,4 011444633408,73079980000,0.02,12 x 8 x 3,1
HO-63350,HOBBY,"Metall Lufthähnchen 4 / 6, 3-Wege  SB",7.69,3.78,4 011444633507,73079980000,0.02,12 x 8 x 3,1
HO-63310,HOBBY,Metall-T-Stück 4 / 6  SB,2.29,1.11,4 011444633101,73079980000,0,12 x 8 x 0,1
HO-30310,HOBBY,"Mikrozell, Artemia Futter  20 ml",6.69,3.33,4 011444303103,23080090,0.02,15 x 7 x 3,2
HO-30400,HOBBY,"Mikrozell, Artemia Futter  240 ml",27.49,13.68,4 011444304001,23080090,0.22,12 x 6 x 6,2
HO-00710,HOBBY,"Mini-Long, Ausströmer  125 mm, SB",5.59,2.76,4 011444007100,69139098900,0.05,20 x 8 x 1,1
HO-40693,HOBBY,Mopani L  35 - 50 cm,12.19,6.05,4 011444406934,44039900000,1.3,8 x 29 x 43,1
HO-40692,HOBBY,Mopani M  25 - 35 cm,7.39,3.65,4 011444406927,44039900000,0.89,8 x 28 x 23,1
HO-40691,HOBBY,Mopani S  15 - 25 cm,4.49,2.24,4 011444406910,44039900000,0.45,8 x 12 x 20,1
HO-40690,HOBBY,Mopani XS  10 - 15 cm,3.69,1.82,4 011444406903,44039900000,0.2,6 x 14 x 13,1
HO-41562,HOBBY,Moss Dome 3 25 cm,18.59,9.26,4 011444415622,67021000000,0.4,25 x 9 x 7,1
HO-41559,HOBBY,Moss Tree 3 30 cm,12.49,5.75,4 011444415592,67021000000,0.55,30 x 7 x 7,1
HO-41706,HOBBY,MS Arkona  29 x 11 x 17 cm,24.09,12.04,4 011444417060,39264000000,0.53,11 x 29 x 17,1
HO-41707,HOBBY,MS Arkona XL 60 x 22 x 36 cm,130.79,65.39,4 011444417077,39264000000,3.73,40 x 63 x 23,1
HO-41704,HOBBY,MS Olivia  40 x 6 x 9 cm,24.09,12.04,4 011444417046,39264000000,0.37,14 x 44 x 10,1
HO-63020,HOBBY,Muffe 11 / 13 ,0.49,0.19,4 011444630209,39269097900,0,1 x 2 x 1,1
HO-11875,HOBBY,Mulm X  SB,12.59,6.26,4 011444118752,39269097,0.15,30 x 15 x 6,1
HO-11850,HOBBY,Mulmglocke  SB,6.89,3.4,4 011444118509,39269097900,0.14,26 x 21 x 5,1
HO-11870,HOBBY,Mulmglocke easy    ,25.09,12.53,4 011444118707,39269097900,0.28,37 x 15 x 6,1
HO-61348,HOBBY,"Multi Flow 1, 12/16 x 4/6  SB",6.69,3.33,4 011444613486,84818059900,0.02,18 x 9 x 3,1
HO-61349,HOBBY,"Multi Flow 2, 16/22 x 4/6  SB",8.99,4.45,4 011444613493,84818059900,0.03,18 x 9 x 4,1
HO-61310,HOBBY,Multibox  ,7.79,3.75,4 011444613103,39269097900,0.08,6 x 10 x 10,1
HO-51100,HOBBY,"Nano Catappa Leaves  12 St., SB",6.69,3.33,4 011444511003,12119086,0.02,15 x 18 x 3,1
HO-60198,HOBBY,Nano-Thermometer  SB,3.49,1.71,4 011444601988,90251180900,0.01,7 x 16 x 1,1
HO-40200,HOBBY,Natalit  3 l,5.89,2.92,4 011444402004,25174900,3.45,5 x 26 x 43,1
HO-51132,HOBBY,Natural Water Fit   250 ml,6.49,3.24,4 011444511324,38249996000,0.24,16 x 5 x 5,1
HO-51136,HOBBY,Natural Water Fit   5.000 ml,48.79,24.36,4 011444511362,38249996000,5.3,24 x 19 x 14,1
HO-51134,HOBBY,Natural Water Fit   500 ml,9.79,4.87,4 011444511348,38249996000,0.53,20 x 6 x 6,1
HO-40118,HOBBY,Navajo Rock 1  22 x 11 x 17 cm,18.99,9.47,4 011444401182,39264000000,0.37,18 x 22 x 11,1
HO-40119,HOBBY,Navajo Rock 2  23 x 15 x 21 cm,22.29,11.11,4 011444401199,39264000000,0.51,23 x 24 x 15,1
HO-51570,HOBBY,"Nesaea  13 cm, SB",3.99,1.95,4 011444515704,67021000000,0.04,18 x 11 x 4,1
HO-51569,HOBBY,"Nesaea  7 cm, SB",3.49,1.65,4 011444515698,67021000000,0.03,15 x 11 x 3,1
HO-10670,HOBBY,"Net Bag pro  20 x 30 cm, SB",3.89,1.94,4 011444106704,56081990000,0.01,30 x 20 x 0,1
HO-10674,HOBBY,"Net Bag pro  30 x 45 cm, SB",6.09,3.02,4 011444106742,56081990000,0.01,27 x 15 x 1,1
HO-10678,HOBBY,"Net Bag pro  80 x 50 cm, SB",11.19,5.57,4 011444106780,56081990000,0.04,31 x 18 x 1,1
HO-10656,HOBBY,"Netzbeutel  2 l, SB",3.19,1.59,4 011444106568,39269097,0,12 x 8 x 1,1
HO-10665,HOBBY,"Netzbeutel  4 l, SB",4.99,2.46,4 011444106650,39269097,0.01,12 x 8 x 3,1
HO-61226,HOBBY,Netzbeutel für Teich / 88 x 53 cm SB ,4.99,2.3,4 011444612267,39269097,0.05,,1
HO-61350,HOBBY,"Nido 1, Ablaichbehälter  19,5 x 11 x 19 cm",8.59,4.17,4 011444613509,39269097900,0.15,12 x 20 x 9,1
HO-61360,HOBBY,"Nido 2, Ablaichbehälter  21 x 16 x 14 cm",18.79,9.39,4 011444613608,39269097900,0.47,16 x 21 x 14,1
HO-61384,HOBBY,"Nido 3.1 XL  25 x 15 x 14,5 cm ",10.49,5.21,4 011444613844,39269097900,0.17,16 x 27 x 3,1
HO-61383,HOBBY,"Nido 3.1, Ablaichbehälter  16 x 16x 14 cm",7.79,3.86,4 011444613837,39269097900,0.13,15 x 18 x 3,1
HO-61385,HOBBY,"Nido 4,  Ablaichbehälter  23 x 10 x 11,5 cm",17.79,8.87,4 011444613851,39269097900,0.31,13 x 2 x 10,1
HO-61390,HOBBY,"Nido 5,  Ablaichbehälter  26 x 14 x 13 cm",26.19,13.05,4 011444613905,39269097900,0.46,14 x 26 x 14,1
HO-54550,HOBBY,Nitrat-Killer  250 ml,14.49,7.24,4 011444545503,38210000,0.18,10 x 10 x 6,1
HO-51095,HOBBY,Osmo Fit  400 g,11.19,5.57,4 011444510952,38249996000,0.41,14 x 7 x 7,1
HO-51320,HOBBY,Oxyletten  80 St.,15.99,7.96,4 011444513205,34011900,0.08,10 x 4 x 4,1
HO-51360,HOBBY,Oxyletten T  40 St.,21.29,10.62,4 011444513601,34011900000,0.17,9 x 7 x 7,1
HO-40664,HOBBY,"Pagodenstein L  2,0 - 3,5 kg",18.09,9.01,4 011444406644,25309000000,2.63,14 x 20 x 14,1
HO-40663,HOBBY,"Pagodenstein M  1,0 - 2,0 kg",10.99,5.47,4 011444406637,25309000000,1.64,10 x 11 x 17,1
HO-40662,HOBBY,"Pagodenstein S  0,4 - 1,0 kg",6.09,3.02,4 011444406620,25309000000,0.64,7 x 12 x 10,1
HO-76201,HOBBY,Paletten-Aufsatzrahmen Eckenaufsatz  ,0,1.79,4 011444762016,,0,,1
HO-76200,HOBBY,Paletten-Aufsatzrahmen stapelbar  ,0,15.99,4 011444762009,,0,,1
HO-76203,HOBBY,Paletten-Aufsatzrahmen Trennwand kurze Seite  ,0,12.49,4 011444762030,,0,,1
HO-76202,HOBBY,Paletten-Aufsatzrahmen Trennwand lange Seite  ,0,15.99,4 011444762023,,0,,1
HO-41739,HOBBY,"Pebbles Cave 1  11 x 8,5 x 5 cm",6.99,3.46,4 011444417398,39264000000,0.14,5 x 12 x 9,1
HO-41740,HOBBY,"Pebbles Cave 2  14 x 10 x 6,5 cm",9.29,4.63,4 011444417404,39264000000,0.19,7 x 14 x 11,1
HO-41741,HOBBY,"Pebbles Cave 3  27 x 17 x 10,5 cm",18.59,9.26,4 011444417411,39264000000,0.61,11 x 27 x 18,1
HO-36303,HOBBY,"Pflanzen-Pflegeschere  30 cm, SB",22.99,11.48,4 011444363039,82032000000,0.13,36 x 7 x 2,1
HO-43010,HOBBY,pH Elektrode  ,57.49,28.73,4 011444430106,90278930,0.09,22 x 8 x 6,1
HO-51164,HOBBY,pH/KH FIT plus  250 ml,9.79,4.87,4 011444511645,38249996000,0.26,16 x 5 x 5,1
HO-51168,HOBBY,pH/KH FIT plus  5.000 ml,74.39,37.18,4 011444511683,38249996000,5.59,24 x 19 x 14,1
HO-51166,HOBBY,pH/KH FIT plus  500 ml,15.19,7.57,4 011444511669,38249996000,0.55,20 x 6 x 6,1
HO-54510,HOBBY,Phosphat-Killer  800 g,9.69,4.79,4 011444545107,25309000000,0.84,14 x 12 x 8,1
HO-70415,HOBBY,"Pick 'n' Fly Vogelfuttersäule, blau  Höhe ca. 35 cm",14.99,7.46,4 011444704153,,0,,1
HO-36306,HOBBY,"Pinzette, gebogen  20 cm, SB ",9.89,4.6,4 011444363060,82032000000,0.04,25 x 7 x 3,1
HO-36310,HOBBY,"Pinzette, gebogen  30 cm, SB ",12.69,6.33,4 011444363107,82032000000,0.1,36 x 7 x 2,1
HO-36314,HOBBY,"Pinzette, gebogen  40 cm, SB ",16.39,8.07,4 011444363145,82032000000,0.2,47 x 7 x 2,1
HO-36304,HOBBY,"Pinzette, gerade  20 cm, SB ",9.89,4.6,4 011444363046,82032000000,0.05,25 x 7 x 3,1
HO-36309,HOBBY,"Pinzette, gerade  30 cm, SB ",12.69,6.33,4 011444363091,82032000000,0.1,36 x 7 x 2,1
HO-36311,HOBBY,"Pinzette, gerade  40 cm, SB",16.39,8.07,4 011444363114,82032000000,0.2,47 x 7 x 2,1
HO-61345,HOBBY,"Planaria X  Planarienfalle mit 2 x Köder, SB",7.49,3.71,4 011444613455,39269097900,0.02,15 x 7 x 3,1
HO-61346,HOBBY,"Planaria X Special Bait  5 St., SB",3.19,1.59,4 011444613462,23099096000,0,12 x 8 x 0,1
HO-41542,HOBBY,Plant Ball  13 cm,6.39,2.99,4 011444415424,67021000000,0.06,12 x 12 x 12,1
HO-41544,HOBBY,Plant Ball  18 cm,9.19,4.49,4 011444415448,67021000000,0.12,8 x 18 x 18,1
HO-41540,HOBBY,Plant Ball  9 cm,3.89,1.9,4 011444415400,67021000000,0.04,8 x 8 x 9,1
HO-41062,HOBBY,Plant Fit  250 ml,7.69,3.78,4 011444410627,38249996000,0.25,16 x 5 x 5,1
HO-41066,HOBBY,Plant Fit  5.000 ml,54.19,27.06,4 011444410665,38249996000,4.94,24 x 19 x 14,1
HO-41064,HOBBY,Plant Fit  500 ml,12.29,5.95,4 011444410641,38249996000,0.5,20 x 6 x 6,1
HO-41530,HOBBY,"Plant Mat 1  25 x 12,5 cm, SB",6.39,2.99,4 011444415301,67021000000,0.05,38 x 18 x 3,1
HO-41534,HOBBY,"Plant Mat 3  25 x 12,5 cm, SB",6.39,2.99,4 011444415349,67021000000,0.07,37 x 18 x 8,1
HO-51551,HOBBY,"Plant Pad 1  7 x 4,5 x 5,5 cm, SB",3.89,1.9,4 011444515513,67021000000,0.02,13 x 10 x 6,1
HO-51552,HOBBY,"Plant Pad 2  7 x 4,5 x 4 cm, SB",3.89,1.9,4 011444515520,67021000000,0.02,13 x 10 x 6,1
HO-51553,HOBBY,"Plant Pad 3  7 x 4,5 x 8 cm, SB",3.89,1.9,4 011444515537,67021000000,0.03,13 x 10 x 6,1
HO-51480,HOBBY,"Plantasy Set 1  Kunstpflanzensets für Aquarien, SB",14.69,7.3,4 011444514806,67021000000,0.19,44 x 16 x 5,1
HO-51481,HOBBY,"Plantasy Set 2  Kunstpflanzensets für Aquarien, SB",14.69,7.3,4 011444514813,67021000000,0.17,38 x 15 x 5,1
HO-51482,HOBBY,"Plantasy Set 3  Kunstpflanzensets für Aquarien, SB",28.29,14.1,4 011444514820,67021000000,0.36,38 x 15 x 10,1
HO-51483,HOBBY,"Plantasy Set 4  Kunstpflanzensets für Aquarien, SB",33.49,16.71,4 011444514837,67021000000,0.34,38 x 15 x 11,1
HO-51484,HOBBY,"Plantasy Set 5  Kunstpflanzensets für Aquarien, SB",44.99,22.46,4 011444514844,67021000000,0.54,38 x 15 x 10,1
HO-51485,HOBBY,"Plantasy Set 6  Kunstpflanzensets für Aquarien, SB",44.99,22.46,4 011444514851,67021000000,0.46,38 x 15 x 10,1
HO-64100,HOBBY,"Plastikrohr  Ø 10 mm außen, 1 m",2.69,1.31,4 011444641007,39269097900,0.04,1 x 100 x 1,1
HO-64200,HOBBY,"Plastikrohr  Ø 12 mm außen, 1 m",2.89,1.38,4 011444642004,39269097900,0.05,1 x 100 x 1,1
HO-64300,HOBBY,"Plastikrohr  Ø 14 mm außen, 1 m",3.29,1.61,4 011444643001,39269097900,0.05,1 x 100 x 1,1
HO-64400,HOBBY,"Plastikrohr  Ø 16 mm außen, 1 m",3.49,1.68,4 011444644008,39269097900,0.06,1 x 100 x 1,1
HO-64500,HOBBY,"Plastikrohr  Ø 22 mm außen, 1 m",5.69,2.65,4 011444645005,39269097900,0.1,2 x 100 x 2,1
HO-63900,HOBBY,"Plastikrohr  Ø 5 mm außen, 1 m",1.89,0.87,4 011444639004,39269097900,0.02,,1
HO-64000,HOBBY,"Plastikrohr  Ø 8 mm außen, 1 m",2.09,1.02,4 011444640000,39269097900,0.03,,1
HO-64600,HOBBY,"Plastikrohr - Ø 24 mm außen, 1 m",5.99,2.65,4 011444646002,,0,,1
HO-64700,HOBBY,"Plastikrohr - Ø 26 mm außen, 1 m",6.09,2.83,4 011444647009,,0,,1
HO-64752,HOBBY,"Plastikrohrständer, Metall blau, bestückt ",0,167.31,4 011444647528,73079980000,10.3,103 x 32 x 26,1
HO-75050,HOBBY,"Präsentationsständer für Fotorückwände, Rollständer  ",0,129,4 011444750501,,0,,1
HO-60200,HOBBY,Präzisions-Thermometer  SB,2.29,1.11,4 011444602008,90251180,0.01,15 x 6 x 2,1
HO-41527,HOBBY,"Prawn Pyramid 2-1  dark, 4 x 3,5 x 5 cm",7.89,3.91,4 011444415271,69149000900,0.03,3 x 3 x 5,1
HO-41528,HOBBY,"Prawn Pyramid 2-1  red, 4 x 3,5 x 5 cm",7.29,3.61,4 011444415288,69149000900,0.03,3 x 3 x 5,1
HO-41524,HOBBY,"Prawn Pyramid 3-2-1  dark, 4 x 4,5 x 5 cm",10.89,5.43,4 011444415240,69149000900,0.05,5 x 5 x 5,1
HO-41497,HOBBY,"Prawn Pyramid 3-2-1  red, 6 x 6 x 5 cm",9.69,4.83,4 011444414977,69149000900,0.09,5 x 5 x 5,1
HO-41525,HOBBY,"Prawn Pyramid 4-3-2-1  dark, 5,5 x 5,5 x 5 cm",12.89,6.43,4 011444415257,69149000900,0.18,6 x 7 x 5,1
HO-41498,HOBBY,"Prawn Pyramid 4-3-2-1  red, 6,5 x 6,5 x 5 cm",11.49,5.73,4 011444414984,69149000900,0.18,6 x 7 x 5,1
HO-41526,HOBBY,"Prawn Tube  dark, 1,5 x 5 cm",3.09,1.53,4 011444415264,69149000900,0.01,1 x 1 x 5,1
HO-41499,HOBBY,"Prawn Tube  red, 1,5 x 5 cm",2.49,1.16,4 011444414991,69149000900,0.01,1 x 1 x 5,1
HO-76022/8,HOBBY,"Preisschienen für Tego Verkaufsregal, Aquaristik - 1,25 m",0,2.99,- --,,0,,1
HO-30110,HOBBY,"Protogen, Infusorien  20 ml",7.39,3.67,4 011444301109,23080090,0.01,15 x 7 x 3,2
HO-62600,HOBBY,PS-T-Stück  ,0.49,0.2,4 011444626004,39269097,0,1 x 3 x 0,1
HO-62601,HOBBY,"PS-T-Stück  2. St., SB",1.49,0.53,4 011444626011,39269097,0,12 x 8 x 0,1
HO-53015,HOBBY,"Rabomed forte,25 ml, Arzneimittel ",9.99,4.99,4 011444530158,30049000,0.03,9 x 4 x 4,1
HO-00426,HOBBY,"Rainbow Air Stone L, 17 - 290 mm Luftausströmer, SB",2.99,1.49,4 011444004260,39269097900,0.08,5 x 36 x 3,1
HO-32068,HOBBY,"Red Dragon 1   20 x 9,5 x 11,5 cm",22.99,11.48,4 011444320681,,0,,1
HO-32069,HOBBY,"Red Dragon 2   31.5 x 16 x 13,5 cm",36.59,18.28,4 011444320698,,0,,1
HO-62400,HOBBY,"Reduzierstück, 4 / 6 auf 2 / 3  ",0.49,0.15,4 011444624000,39269097900,0,1 x 2 x 0,1
HO-62401,HOBBY,"Reduzierstück, 4 / 6 auf 2 / 3  2 St., SB",1.49,0.46,4 011444624017,39269097900,0,12 x 8 x 0,1
HO-76035,HOBBY,Regalabteiler für Tego Verkaufsregal  28 cm ,0,2.49,4 011444760357,,0,,1
HO-40671,HOBBY,"Regenbogenstein mit 1 Loch  0,4 - 1,8 kg",10.19,5.07,4 011444406712,25309000000,0.94,6 x 12 x 18,1
HO-40672,HOBBY,"Regenbogenstein mit 2 Löchern  1,1 - 3,2 kg",15.89,7.91,4 011444406729,25309000000,1.73,8 x 16 x 15,1
HO-60618,HOBBY,"Reinigungsbürsten-Set  37 cm, Ø 1,5 / 2,5 / 3,5 mm, SB",5.99,2.96,4 011444606181,96039099000,0.09,47 x 10 x 5,1
HO-40836,HOBBY,"River Root 1   33,5 x 25 x 17 cm",34.49,17.23,4 011444408365,,0,,1
HO-40837,HOBBY,"River Root 2   34,5 x 20,5 x 18 cm",41.79,20.89,4 011444408372,,0,,1
HO-41514,HOBBY,"Rotala  16 cm, SB",4.69,2.3,4 011444415141,67021000000,0.05,22 x 11 x 4,1
HO-41518,HOBBY,"Rotala  30 cm, SB",8.59,4.12,4 011444415189,67021000000,0.07,35 x 12 x 4,1
HO-41478,HOBBY,Rückwandwurzel 1  21 x 16 x 14 cm,16.29,8.1,4 011444414786,39264000,0.32,14 x 21 x 15,1
HO-41479,HOBBY,Rückwandwurzel 2  38 x 22 x 21cm,38.29,19.1,4 011444414793,39264000,0.93,18 x 41 x 31,1
HO-41502,HOBBY,"Sagittaria  20 cm, SB",5.79,2.6,4 011444415028,67021000000,0.05,25 x 11 x 4,1
HO-41000,HOBBY,"Sanoplant, CO2 Düngetabletten  20 Tab.",7.89,3.91,4 011444410009,31010000,0.02,10 x 9 x 3,1
HO-40866,HOBBY,Sarek Rock 1  21 x 13 x 18 cm,16.29,8.1,4 011444408662,39264000000,0.31,23 x 25 x 14,1
HO-40868,HOBBY,Sarek Rock 2  24 x 11 x 16 cm,21.99,10.99,4 011444408686,39264000000,0.53,21 x 27 x 14,1
HO-40870,HOBBY,Sarek Rock 3  27 x 19 x 29 cm,39.39,19.69,4 011444408709,39264000000,1.09,33 x 30 x 21,1
HO-40872,HOBBY,Sarek Rock 4  28 x 21 x 17 cm,39.39,19.69,4 011444408723,39264000000,1.28,24 x 32 x 26,1
HO-61850,HOBBY,Sauger mit Plastiklammer  ,0.69,0.31,4 011444618504,39269097900,0,2 x 3 x 3,1
HO-61851,HOBBY,"Sauger mit Plastiklammer  2 St., SB",1.99,0.95,4 011444618511,39269097900,0,12 x 8 x 1,1
HO-51563,HOBBY,"Saururus  16 cm, SB",4.69,2.3,4 011444515636,67021000000,0.06,22 x 11 x 4,1
HO-51562,HOBBY,"Saururus  7 cm, SB",3.49,1.65,4 011444515629,67021000000,0.03,15 x 11 x 3,1
HO-40698,HOBBY,Savannenholz L  35 - 50 cm,20.09,10.03,4 011444406989,44039900000,2.03,14 x 23 x 52,1
HO-40697,HOBBY,Savannenholz M  25 - 35 cm,11.29,5.57,4 011444406972,44039900000,1.99,8 x 31 x 37,1
HO-40696,HOBBY,Savannenholz S  15 - 25 cm,6.69,3.33,4 011444406965,44039900000,0.25,7 x 19 x 20,1
HO-40699,HOBBY,Savannenholz XL  > 50 cm,38.99,19.5,4 011444406996,44039900000,2.93,13 x 43 x 20,1
HO-73026,HOBBY,SB-Kombiständer  45 x 203 x 70 cm,0,139,4 011444730268,,0,,1
HO-41470,HOBBY,Scaper Root 1  26 x 16 x 21 cm,38.29,19.1,4 011444414700,39264000,0.53,26 x 31 x 21,1
HO-41472,HOBBY,Scaper Root 2  24 x 17 x 27 cm,49.89,24.9,4 011444414724,39264000,0.95,29 x 29 x 20,1
HO-41474,HOBBY,Scaper Root 3  28 x 15 x 44 cm,67.19,33.58,4 011444414748,39264000000,1.34,50 x 31 x 19,1
HO-40669,HOBBY,"Schiefer, schwarz L  1,8 - 3,0 kg",10.09,5.01,4 011444406699,25309000000,2.4,3 x 23 x 24,1
HO-40668,HOBBY,"Schiefer, schwarz M  1,0 - 1,8 kg",6.59,3.25,4 011444406682,25309000000,1.47,20 x 15 x 3,1
HO-40667,HOBBY,"Schiefer, schwarz S  0,4 - 1,0 kg",3.39,1.66,4 011444406675,25309000000,0.59,2 x 12 x 17,1
HO-63825,HOBBY,"Schlauchadapter, 12 / 16 auf 16 / 22  SB",5.99,2.81,4 011444638250,39269097900,0.03,17 x 8 x 4,1
HO-40224,HOBBY,"Sea Shells Set L  5 St., SB",6.79,3.36,4 011444402240,05080090,0.06,19 x 10 x 3,1
HO-40222,HOBBY,"Sea Shells Set M  10 St., SB",6.79,3.36,4 011444402226,05080090,0.05,24 x 10 x 2,1
HO-40221,HOBBY,"Sea Shells Set S  20 St., SB",6.79,3.36,4 011444402219,05080090,0.03,24 x 10 x 1,1
HO-41724,HOBBY,"Sethos 5 x 3,5 x 12,5 cm",7.99,3.95,4 011444417244,39264000,0.1,3 x 5 x 12,1
HO-41579,HOBBY,Shrimp Corner dark 1 ,4.59,2.29,4 011444415790,69149000900,0.03,3 x 7 x 3,1
HO-41582,HOBBY,"Shrimp Corner dark 2 - 7,4 x 3,3 x 7,4 cm",8.29,4.16,4 011444415820,,0,,1
HO-41584,HOBBY,Shrimp Corner dark 3 ,8.19,4.07,4 011444415844,69149000900,0.06,3 x 14 x 3,1
HO-41590,HOBBY,"Shrimp Corner marbled 1 - 7,3 x 3,3 x 2,9 cm",4.59,2.29,4 011444415905,,0,,1
HO-41592,HOBBY,Shrimp Corner marbled 2 ,7.69,3.82,4 011444415929,69149000900,0.06,3 x 7 x 7,1
HO-41594,HOBBY,Shrimp Corner marbled 3 ,8.19,4.07,4 011444415943,69149000900,0.06,3 x 14 x 3,1
HO-32060,HOBBY,"Shrimp Tree 1  9,5 x 8 x 14 cm",10.49,5.21,4 011444320605,,0,,1
HO-32061,HOBBY,"Shrimp Tree 2   19.5 x 15 x 9,5 cm",20.89,10.44,4 011444320612,,0,,1
HO-32062,HOBBY,"Shrimp Tree 3   25 x 9 x 16,5 cm",26.19,13.05,4 011444320629,,0,,1
HO-12000,HOBBY,"Sicherheitsunterlage  30 x 60 cm, SB",3.39,1.69,4 011444120007,39211310,0.03,,1
HO-12010,HOBBY,"Sicherheitsunterlage  35 x 80 cm, SB",5.59,2.27,4 011444120106,39211310,0.42,,1
HO-12025,HOBBY,"Sicherheitsunterlage  50 x 100 cm, SB",7.69,3.77,4 011444120250,39211310,0.08,102 x 50 x 0,1
HO-12035,HOBBY,"Sicherheitsunterlage  50 x 120 cm, SB",9.19,4.5,4 011444120359,39211310,0.09,,1
HO-11945,HOBBY,"Silikonkleber, Kartusche  schwarz, 310 ml",15.89,7.93,4 011444119452,32141010,0.31,22 x 7 x 5,1
HO-11940,HOBBY,"Silikonkleber, Kartusche  transparent, 310 ml",15.89,7.93,4 011444119407,32141010,0.31,22 x 7 x 5,1
HO-11960,HOBBY,"Silikonkleber, Tube  schwarz, 75 g, SB",9.19,4.59,4 011444119605,32141010,0.1,15 x 4 x 2,1
HO-11950,HOBBY,"Silikonkleber, Tube  transparent, 75 g, SB",9.19,4.59,4 011444119506,32141010,0.1,15 x 5 x 3,1
HO-81513/17,HOBBY,Silikonschlauch 12 / 17 mm = 1 Mtr. ,9.29,6.43,n .v.,39269097,0.1,,1
HO-65200/1,HOBBY,Silikonschlauch 4 / 6  1m,2.79,1.33,4 011444652003,39269097,0.02,,1
HO-65202,HOBBY,"Silikonschlauch 4 / 6  3 m, SB",10.19,5.08,4 011444652027,39269097900,0.06,19 x 12 x 3,1
HO-65200,HOBBY,Silikonschlauch 4 / 6  Rolle - 50M,139.5,66.5,4 011444652003,39269097,0.02,,1
HO-60616,HOBBY,"Spiral-Reinigungsbürste  150 cm, Ø 20 mm, SB",5.79,2.88,4 011444606167,96039099000,0.06,23 x 10 x 4,1
HO-41712,HOBBY,St. Anna  25 x 10 x 17 cm,35.99,17.94,4 011444417121,39264000000,0.37,10 x 25 x 17,1
HO-37397,HOBBY,"Starter   2 St., SB",3.69,1.84,4 011444373977,85369095,0.01,2 x 8 x 12,1
HO-40688,HOBBY,"Steinholz L  2,2 - 4,0 kg",20.09,10.03,4 011444406880,25309000000,3.22,12 x 14 x 17,1
HO-40687,HOBBY,"Steinholz M  1,0 - 2,2 kg",10.69,5.31,4 011444406873,25309000000,1.62,6 x 12 x 15,1
HO-40686,HOBBY,"Steinholz S  0,3 - 1,0 kg",4.79,2.35,4 011444406866,25309000000,0.65,6 x 8 x 6,1
HO-62200,HOBBY,"Sternsauger, für Heizer  ",0.49,0.2,4 011444622006,39269097900,0,3 x 3 x 3,1
HO-62201,HOBBY,"Sternsauger, für Heizer  2 St., SB",1.49,0.57,4 011444622013,39269097900,0,12 x 8 x 3,1
